"","flag","S","T","Patm","P","pH","CO2","fCO2","pCO2","fCO2pot","pCO2pot","fCO2insitu","pCO2insitu","HCO3","CO3","DIC","ALK","OmegaAragonite","OmegaCalcite"
"83",8,35,26.5658,1,0,8.044,1.06498131596754e-05,389.999387504782,391.224307119482,389.999387504782,391.224307119482,389.999387504782,391.224308859501,0.00172651842268384,0.000218821034545423,0.00195598927038893,0.002265562,3.49897309429116,5.28284504943551
"84",8,35,26.5658,1,0,8.036,1.08923438146194e-05,398.880933637201,400.133761532869,398.880933637201,400.133761532869,398.880933637201,400.133763353045,0.00173360667115254,0.000215709076585853,0.00196020809155301,0.002264956,3.44921253450896,5.20771519852827
"85",8,35,27.69342857,1,0,8.177,7.04121880267802e-06,264.99857417868,265.819491422276,264.99857417868,265.819491422276,264.99857417868,265.819492207033,0.0015833594470856,0.000283988248303432,0.00187438891419171,0.002283152,4.56708864160611,6.87071995600523
"86",8,35,27.69342857,1,0,8.179,6.9900673489257e-06,263.073472475211,263.888424277957,263.073472475211,263.888424277957,263.073472475211,263.888425051353,0.00157911237783491,0.000284533816419331,0.00187063626160317,0.002280443,4.57586244812885,6.88391925479194
"87",8,35,27.69342857,1,0,8.149,7.65694308478791e-06,288.171559057982,289.064286070771,288.171559057982,289.064286070771,288.171559057982,289.06428699878,0.0016143105927411,0.000271461314536371,0.00189342885036226,0.002282898,4.36563095008726,6.56764736643478
"88",8,35,27.6916,1,0,8.12,8.36009320345276e-06,314.621044798748,315.595761239031,314.621044798748,315.595761239031,314.621044798748,315.595762345257,0.0016486489930959,0.000259310591276822,0.00191631967757618,0.002286768,4.17018382024657,6.27365421759393
"89",8,35,27.6916,1,0,8.118,8.374550619425e-06,315.165130517362,316.141533189116,315.165130517362,316.141533189116,315.165130517362,316.141534299171,0.00164391210877096,0.000257377541527944,0.00190966420091833,0.002277748,4.13909688026926,6.22688680385216
"90",8,35,27.6916,1,0,8.145,7.791785253056e-06,293.233527127603,294.141961025095,293.233527127603,294.141961025095,293.233527127603,294.141961986029,0.00162762389480349,0.00027117279083971,0.00190658847089626,0.002294766,4.36094946713403,6.5606434144147
"91",8,35,27.55278571,1,0,7.796,2.05026402063996e-05,769.021547897128,771.409285337474,769.021547897128,771.409285337474,769.021547897128,771.409291966178,0.00191256996689589,0.000141945806376158,0.00207501841347845,0.002261218,2.28110356627405,3.43324931104081
"92",8,35,27.55278571,1,0,7.813,1.96173469659276e-05,735.815601186023,738.100149171641,735.815601186023,738.100149171641,735.815601186023,738.100155240223,0.0019030395523626,0.000146876748332106,0.00206953364766063,0.002263778,2.36034500050843,3.5525142157621
"93",8,35,27.55278571,1,0,7.824,1.90529957838729e-05,714.647682556412,716.866454129273,714.647682556412,716.866454129273,714.647682556412,716.866459853696,0.00189570524916795,0.000150063837144041,0.00206482208209586,0.002264294,2.41156229139248,3.62960046964414
"94",8,35,27.50357143,1,0,8.022,1.09844611875434e-05,411.522143690828,412.800108401228,411.522143690828,412.800108401228,411.522143690828,412.800110301239,0.00172263072662925,0.00021474437722383,0.00194835956504062,0.0022519,3.45011737334353,5.19353625570441
"95",8,35,27.50357143,1,0,8.016,1.11350605082084e-05,417.164200612904,418.459694997096,417.164200612904,418.459694997096,417.164200612904,418.459696949564,0.00172228893788427,0.00021175595087994,0.00194517994927242,0.002244488,3.40210483964507,5.12126195094663
"96",8,35,27.50357143,1,0,8.051,1.01376353658091e-05,379.796638766832,380.976037723713,379.796638766832,380.976037723713,379.796638766832,380.976039342053,0.00169961320686287,0.000226505999075234,0.00193625684130392,0.002257819,3.63908146363927,5.47798798524834
"97",8,35,27.8425,1,0,8.165,7.23329692332519e-06,273.201171783874,274.04598596998,273.201171783874,274.04598596998,273.201171783874,274.045986801496,0.00158655824544414,0.000278306765152788,0.00187209830752026,0.002272805,4.47919976931226,6.7352407565616
"98",8,35,27.8425,1,0,8.17,7.11090141477017e-06,268.578301091191,269.408815599231,268.578301091191,269.408815599231,268.578301091191,269.408816402844,0.00157777251045103,0.000279970406589692,0.00186485381845549,0.002268454,4.50597519583238,6.77550217673941
"99",8,35,27.8425,1,0,8.174,7.01578286667125e-06,264.985679486621,265.805081237185,264.985679486621,265.805081237185,264.985679486621,265.805082019442,0.00157107119801314,0.000281360812752582,0.0018594477936324,0.002265424,4.52835304554309,6.80915109020123
"100",8,35,27.8524,1,0,8.12,8.26801847554521e-06,312.356480386816,313.322302395647,312.356480386816,313.322302395647,312.356480386816,313.322303482373,0.00163530942517215,0.000258716118948453,0.00190229356259615,0.002272723,4.16411436814476,6.26125455087082
"101",8,35,27.8524,1,0,8.142,7.75215134893702e-06,292.867597954926,293.773138794673,292.867597954926,293.773138794673,292.867597954926,293.773139750018,0.00161294940432102,0.000268438184116563,0.00188913973978652,0.002274477,4.32059395441526,6.49654072099853
"102",8,35,27.8524,1,0,8.145,7.68908780923993e-06,290.485128036797,291.38329983346,290.485128036797,291.38329983346,290.485128036797,291.383300773324,0.00161091758357125,0.000269958415127152,0.00188856508650764,0.002276132,4.34506253341152,6.53333221807307
"103",8,35,27.42292308,1,0,7.911,1.48981233574909e-05,557.060320880787,558.792227862075,557.060320880787,558.792227862075,557.060320880787,558.792231349552,0.00180675107089479,0.000173922808496866,0.00199557200274915,0.002235431,2.79311120705949,4.20562309944467
"104",8,35,27.42292308,1,0,7.91,1.49241065521435e-05,558.031866518006,559.766796005697,558.031866518006,559.766796005697,558.031866518006,559.76679950535,0.00180573949053713,0.000173425643602639,0.00199408924069192,0.00223327,2.78512699354647,4.19360116752288
"105",8,35,27.42292308,1,0,7.909,1.49521187259668e-05,559.079278340564,560.817466364183,559.079278340564,560.817466364183,559.079278340564,560.817469876986,0.00180496793746878,0.000172952845126422,0.00199287290132117,0.002231398,2.77753409222424,4.18216843934798
"106",8,35,27.37753846,1,0,8.003,1.15031480819495e-05,429.64716835215,430.98348121173,429.64716835215,430.98348121173,429.64716835215,430.983483288225,0.00172273743670505,0.000204626387938888,0.00193886697272589,0.002228025,3.28542895043899,4.94763433092472
"107",8,35,27.37753846,1,0,8.023,1.08670854254932e-05,405.889974469738,407.152361489313,405.889974469738,407.152361489313,405.889974469738,407.152363342511,0.00170417999107379,0.000211961999956131,0.00192700907645541,0.002227743,3.40320766086531,5.12500112227762
"108",8,35,27.37753846,1,0,8.005,1.14118761596721e-05,426.238125655562,427.563830262953,426.238125655562,427.563830262953,426.238125655562,427.563832306626,0.00171695704854986,0.000204881137979382,0.00193325006268891,0.00222311,3.28951915193547,4.95379389841184
